"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2019-12-27 12:18:58 +01:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2011,"Côte d'Ivoire",Afghanistan,"Refugees (incl. refugee-like situations)",18
2011,Colombia,Afghanistan,Asylum-seekers,7
2011,"Costa Rica",Afghanistan,"Refugees (incl. refugee-like situations)",2
2011,"Cayman Islands",Afghanistan,"Refugees (incl. refugee-like situations)",2
2011,Cyprus,Afghanistan,Asylum-seekers,113
2011,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",7
2011,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",224
2011,Germany,Afghanistan,Asylum-seekers,11087
2011,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",30425
2011,Denmark,Afghanistan,Asylum-seekers,160
2011,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",3108
2011,Algeria,Afghanistan,Asylum-seekers,5
2011,Ecuador,Afghanistan,Asylum-seekers,5
2011,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",114
2011,Egypt,Afghanistan,Asylum-seekers,3
2011,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",62
2011,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",13
2011,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2011,Finland,Afghanistan,Asylum-seekers,280
2011,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",948
2011,Fiji,Afghanistan,"Refugees (incl. refugee-like situations)",3
2011,France,Afghanistan,"Refugees (incl. refugee-like situations)",2120
2011,"United Kingdom",Afghanistan,Asylum-seekers,1402
2011,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",14424
2011,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",208
2011,"China, Hong Kong SAR",Afghanistan,Asylum-seekers,5
2011,"China, Hong Kong SAR",Afghanistan,"Refugees (incl. refugee-like situations)",7
2011,Croatia,Afghanistan,Asylum-seekers,135
2011,Croatia,Afghanistan,"Refugees (incl. refugee-like situations)",16
2011,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",1697
2011,Indonesia,Afghanistan,Asylum-seekers,1649
2011,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",476
2011,India,Afghanistan,Asylum-seekers,619
2011,India,Afghanistan,"Refugees (incl. refugee-like situations)",9161
2011,Ireland,Afghanistan,Asylum-seekers,209
2011,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",170
2011,"Iran (Islamic Rep. of)",Afghanistan,Asylum-seekers,421
2011,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",840451
2011,Iraq,Afghanistan,"Refugees (incl. refugee-like situations)",2
2011,Iceland,Afghanistan,Asylum-seekers,3
2011,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",6
2011,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",4291
2011,Jordan,Afghanistan,Asylum-seekers,12
2011,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",15
2011,Japan,Afghanistan,Asylum-seekers,4
2011,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",40
2011,Kazakhstan,Afghanistan,Asylum-seekers,36
2011,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",556
2011,Kenya,Afghanistan,"Refugees (incl. refugee-like situations)",2
2011,Kyrgyzstan,Afghanistan,Asylum-seekers,130
2011,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",418
2011,"Rep. of Korea",Afghanistan,Asylum-seekers,65
2011,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",9
2011,Lebanon,Afghanistan,Asylum-seekers,14
2011,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",5
2011,"Sri Lanka",Afghanistan,Asylum-seekers,6
2011,Lithuania,Afghanistan,Asylum-seekers,19
2011,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",114
2011,Latvia,Afghanistan,Asylum-seekers,14
2011,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",26
2011,"China, Macao SAR",Afghanistan,Asylum-seekers,1
2011,Morocco,Afghanistan,"Refugees (incl. refugee-like situations)",8
2011,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",21
2011,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",3
2011,"The former Yugoslav Republic of Macedonia",Afghanistan,Asylum-seekers,207
2011,Malta,Afghanistan,Asylum-seekers,1
2011,Mongolia,Afghanistan,Asylum-seekers,2
2011,Mozambique,Afghanistan,Asylum-seekers,1
2011,Mozambique,Afghanistan,"Refugees (incl. refugee-like situations)",1
2011,Malaysia,Afghanistan,Asylum-seekers,95
2011,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",341
2011,Netherlands,Afghanistan,Asylum-seekers,1473
2011,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",5697
2011,Norway,Afghanistan,Asylum-seekers,1678
2011,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",5733
2011,Nepal,Afghanistan,"Refugees (incl. refugee-like situations)",2
2011,"New Zealand",Afghanistan,Asylum-seekers,16
2011,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",44
2011,Pakistan,Afghanistan,Asylum-seekers,1543
2011,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1701945
2011,Panama,Afghanistan,Asylum-seekers,4
2011,Panama,Afghanistan,"Refugees (incl. refugee-like situations)",1
2011,Philippines,Afghanistan,Asylum-seekers,2
2011,Philippines,Afghanistan,"Refugees (incl. refugee-like situations)",1
2011,"Papua New Guinea",Afghanistan,"Refugees (incl. refugee-like situations)",1
2011,Poland,Afghanistan,Asylum-seekers,34
2011,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",68
2011,Portugal,Afghanistan,Asylum-seekers,4
2011,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",4
2011,Romania,Afghanistan,Asylum-seekers,57
2011,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",91
2011,"Russian Federation",Afghanistan,Asylum-seekers,397
2011,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",1687
2011,"Saudi Arabia",Afghanistan,Asylum-seekers,7
2011,"Serbia and Kosovo (S/RES/1244 (1999))",Afghanistan,Asylum-seekers,174
2011,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",175
2011,Slovenia,Afghanistan,Asylum-seekers,28
2011,Slovenia,Afghanistan,"Refugees (incl. refugee-like situations)",8
2011,Sweden,Afghanistan,Asylum-seekers,2204
2011,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",6620
2011,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,168
2011,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",1791
2011,Chad,Afghanistan,"Refugees (incl. refugee-like situations)",1
2011,Thailand,Afghanistan,Asylum-seekers,1
2011,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",1
2011,Tajikistan,Afghanistan,Asylum-seekers,2011
2011,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",3270
2011,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",31
2011,Turkey,Afghanistan,Asylum-seekers,2395
2011,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",2682
2011,Ukraine,Afghanistan,Asylum-seekers,1494
2011,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1457
2011,"United States of America",Afghanistan,Asylum-seekers,107
2011,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",1103
2011,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",211
2011,"Venezuela (Bolivarian Republic of)",Afghanistan,"Refugees (incl. refugee-like situations)",4
2011,"South Africa",Afghanistan,Asylum-seekers,2
2011,"South Africa",Afghanistan,"Refugees (incl. refugee-like situations)",18
2012,Afghanistan,Afghanistan,"Internally displaced persons",486298
2012,"United Arab Emirates",Afghanistan,Asylum-seekers,6
2012,"United Arab Emirates",Afghanistan,"Refugees (incl. refugee-like situations)",1
2012,Argentina,Afghanistan,Asylum-seekers,1
2012,Argentina,Afghanistan,"Refugees (incl. refugee-like situations)",1
2012,Australia,Afghanistan,Asylum-seekers,1074
2012,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",7192
2012,Austria,Afghanistan,Asylum-seekers,6203
2012,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",10158
2012,Azerbaijan,Afghanistan,Asylum-seekers,82
2012,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",576
2012,Belgium,Afghanistan,Asylum-seekers,1911
2012,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",1267
2012,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",368
2012,Belarus,Afghanistan,Asylum-seekers,41
2012,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",409
2012,Brazil,Afghanistan,Asylum-seekers,2
2012,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",28
2012,Canada,Afghanistan,Asylum-seekers,411
2012,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",2609
2012,Switzerland,Afghanistan,Asylum-seekers,2228
2012,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",2099
2012,Chile,Afghanistan,"Refugees (incl. refugee-like situations)",12
2012,China,Afghanistan,"Refugees (incl. refugee-like situations)",7
2012,"Côte d'Ivoire",Afghanistan,"Refugees (incl. refugee-like situations)",13
2012,Cameroon,Afghanistan,Asylum-seekers,1
2012,Colombia,Afghanistan,"Refugees (incl. refugee-like situations)",2
2012,"Costa Rica",Afghanistan,"Refugees (incl. refugee-like situations)",2
2012,"Cayman Islands",Afghanistan,"Refugees (incl. refugee-like situations)",1
2012,Cyprus,Afghanistan,Asylum-seekers,48
2012,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",7
2012,"Czech Rep.",Afghanistan,Asylum-seekers,14
2012,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",241
2012,Germany,Afghanistan,Asylum-seekers,14357
2012,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",31746
2012,Denmark,Afghanistan,Asylum-seekers,361
2012,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",2515
2012,Algeria,Afghanistan,"Refugees (incl. refugee-like situations)",2
2012,Ecuador,Afghanistan,Asylum-seekers,3
2012,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",113
2012,Egypt,Afghanistan,Asylum-seekers,9
2012,Egypt,Afghanistan,"Refugees (incl. refugee-like situations)",1
2012,Spain,Afghanistan,Asylum-seekers,35
2012,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",92
2012,Estonia,Afghanistan,Asylum-seekers,2
2012,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",14
2012,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2012,Finland,Afghanistan,Asylum-seekers,155
2012,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",1137
2012,Fiji,Afghanistan,Asylum-seekers,7
2012,Fiji,Afghanistan,"Refugees (incl. refugee-like situations)",1
2012,France,Afghanistan,Asylum-seekers,595
2012,France,Afghanistan,"Refugees (incl. refugee-like situations)",2590
2012,"United Kingdom",Afghanistan,Asylum-seekers,1262
2012,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",9845
2012,Georgia,Afghanistan,Asylum-seekers,1
2012,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2012,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",343
2012,"China, Hong Kong SAR",Afghanistan,Asylum-seekers,4
2012,"China, Hong Kong SAR",Afghanistan,"Refugees (incl. refugee-like situations)",7
2012,Croatia,Afghanistan,Asylum-seekers,128
2012,Croatia,Afghanistan,"Refugees (incl. refugee-like situations)",19
2012,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",1131
2012,Indonesia,Afghanistan,Asylum-seekers,2995
2012,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",890
2012,India,Afghanistan,Asylum-seekers,571
2012,India,Afghanistan,"Refugees (incl. refugee-like situations)",9633
2012,Ireland,Afghanistan,Asylum-seekers,210
2012,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",181
2012,"Iran (Islamic Rep. of)",Afghanistan,Asylum-seekers,13
2012,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",824087
2012,Iraq,Afghanistan,Asylum-seekers,33
2012,Iraq,Afghanistan,"Refugees (incl. refugee-like situations)",2
2012,Iceland,Afghanistan,Asylum-seekers,9
2012,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",6
2012,Italy,Afghanistan,Asylum-seekers,1162
2012,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",5058
2012,Jordan,Afghanistan,Asylum-seekers,12
2012,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",12
2012,Japan,Afghanistan,Asylum-seekers,2
2012,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",34
2012,Kazakhstan,Afghanistan,Asylum-seekers,35
2012,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",525
2012,Kenya,Afghanistan,"Refugees (incl. refugee-like situations)",2
2012,Kyrgyzstan,Afghanistan,Asylum-seekers,150
2012,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",377
2012,"Rep. of Korea",Afghanistan,Asylum-seekers,22
2012,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",10
2012,Lebanon,Afghanistan,Asylum-seekers,16
2012,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",12
2012,"Sri Lanka",Afghanistan,Asylum-seekers,1
2012,"Sri Lanka",Afghanistan,"Refugees (incl. refugee-like situations)",5
2012,Lithuania,Afghanistan,Asylum-seekers,16
2012,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",136
2012,Latvia,Afghanistan,Asylum-seekers,3
2012,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",28
2012,"China, Macao SAR",Afghanistan,Asylum-seekers,1
2012,Morocco,Afghanistan,Asylum-seekers,1
2012,"Rep. of Moldova",Afghanistan,Asylum-seekers,2
2012,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",14
2012,Mexico,Afghanistan,Asylum-seekers,6
2012,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",2
2012,"The former Yugoslav Republic of Macedonia",Afghanistan,Asylum-seekers,216
2012,Mongolia,Afghanistan,Asylum-seekers,3
2012,Mozambique,Afghanistan,Asylum-seekers,1
2012,Mozambique,Afghanistan,"Refugees (incl. refugee-like situations)",1
2012,Malaysia,Afghanistan,Asylum-seekers,115
2012,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",349
2012,Netherlands,Afghanistan,Asylum-seekers,1473
2012,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",6126
2012,Norway,Afghanistan,Asylum-seekers,958
2012,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",5984
2012,Nepal,Afghanistan,"Refugees (incl. refugee-like situations)",2
2012,Nauru,Afghanistan,Asylum-seekers,66
2012,"New Zealand",Afghanistan,Asylum-seekers,15
2012,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",29
2012,Pakistan,Afghanistan,Asylum-seekers,3220
2012,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1637740
2012,Panama,Afghanistan,Asylum-seekers,2
2012,Panama,Afghanistan,"Refugees (incl. refugee-like situations)",1
2012,Philippines,Afghanistan,"Refugees (incl. refugee-like situations)",4
2012,"Papua New Guinea",Afghanistan,Asylum-seekers,13
2012,"Papua New Guinea",Afghanistan,"Refugees (incl. refugee-like situations)",1
2012,Poland,Afghanistan,Asylum-seekers,72
2012,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",72
2012,Portugal,Afghanistan,Asylum-seekers,3
2012,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",6
2012,Romania,Afghanistan,Asylum-seekers,2
2012,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",125
2012,"Russian Federation",Afghanistan,Asylum-seekers,348
2012,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",1300
2012,"Saudi Arabia",Afghanistan,Asylum-seekers,7
2012,"Serbia and Kosovo (S/RES/1244 (1999))",Afghanistan,Asylum-seekers,81
2012,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",209
2012,Slovenia,Afghanistan,Asylum-seekers,18
2012,Slovenia,Afghanistan,"Refugees (incl. refugee-like situations)",18
2012,Sweden,Afghanistan,Asylum-seekers,2353
2012,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",8454
2012,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,193
2012,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",1737
2012,Chad,Afghanistan,"Refugees (incl. refugee-like situations)",1
2012,Thailand,Afghanistan,Asylum-seekers,9
2012,Tajikistan,Afghanistan,Asylum-seekers,2122
2012,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",2196
2012,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",19
2012,Turkey,Afghanistan,Asylum-seekers,14587
2012,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",3517
2012,Ukraine,Afghanistan,Asylum-seekers,2105
2012,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1480
2012,"United States of America",Afghanistan,Asylum-seekers,130
2012,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",1017
2012,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",173
2012,"Venezuela (Bolivarian Republic of)",Afghanistan,"Refugees (incl. refugee-like situations)",4
2012,"South Africa",Afghanistan,"Refugees (incl. refugee-like situations)",20
2013,Afghanistan,Afghanistan,"Internally displaced persons",631286
2013,"United Arab Emirates",Afghanistan,Asylum-seekers,1
2013,Argentina,Afghanistan,"Refugees (incl. refugee-like situations)",1
2013,Australia,Afghanistan,Asylum-seekers,939
2013,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",8368
2013,Austria,Afghanistan,Asylum-seekers,6248
2013,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",11906
2013,Azerbaijan,Afghanistan,Asylum-seekers,164
2013,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",603
2013,Belgium,Afghanistan,Asylum-seekers,580
2013,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",4328
2013,Bulgaria,Afghanistan,Asylum-seekers,584
2013,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",268
2013,"Bosnia and Herzegovina",Afghanistan,Asylum-seekers,6
2013,Belarus,Afghanistan,Asylum-seekers,39
2013,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",405
2013,Brazil,Afghanistan,Asylum-seekers,7
2013,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",41
2013,Canada,Afghanistan,Asylum-seekers,385
2013,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",2700
2013,Switzerland,Afghanistan,Asylum-seekers,2190
2013,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",2578
2013,Chile,Afghanistan,"Refugees (incl. refugee-like situations)",14
2013,China,Afghanistan,"Refugees (incl. refugee-like situations)",7
2013,"Côte d'Ivoire",Afghanistan,"Refugees (incl. refugee-like situations)",1
2013,Colombia,Afghanistan,"Refugees (incl. refugee-like situations)",2
2013,"Costa Rica",Afghanistan,"Refugees (incl. refugee-like situations)",2
2013,"Cayman Islands",Afghanistan,"Refugees (incl. refugee-like situations)",2
2013,Cyprus,Afghanistan,Asylum-seekers,21
2013,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",7
2013,"Czech Rep.",Afghanistan,Asylum-seekers,10
2013,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",238
2013,Germany,Afghanistan,Asylum-seekers,16148
2013,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",24203
2013,Denmark,Afghanistan,Asylum-seekers,209
2013,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",2139
2013,Algeria,Afghanistan,"Refugees (incl. refugee-like situations)",2
2013,Ecuador,Afghanistan,Asylum-seekers,3
2013,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",112
2013,Egypt,Afghanistan,Asylum-seekers,29
2013,Egypt,Afghanistan,"Refugees (incl. refugee-like situations)",1
2013,Spain,Afghanistan,Asylum-seekers,78
2013,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",114
2013,Estonia,Afghanistan,Asylum-seekers,1
2013,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",15
2013,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2013,Finland,Afghanistan,Asylum-seekers,90
2013,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",1357
2013,Fiji,Afghanistan,Asylum-seekers,7
2013,France,Afghanistan,Asylum-seekers,601
2013,France,Afghanistan,"Refugees (incl. refugee-like situations)",3213
2013,"United Kingdom",Afghanistan,Asylum-seekers,1430
2013,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",9166
2013,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2013,Greece,Afghanistan,Asylum-seekers,3393
2013,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",632
2013,"China, Hong Kong SAR",Afghanistan,Asylum-seekers,6
2013,"China, Hong Kong SAR",Afghanistan,"Refugees (incl. refugee-like situations)",3
2013,Croatia,Afghanistan,Asylum-seekers,11
2013,Croatia,Afghanistan,"Refugees (incl. refugee-like situations)",20
2013,Hungary,Afghanistan,Asylum-seekers,697
2013,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",749
2013,Indonesia,Afghanistan,Asylum-seekers,2806
2013,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",1128
2013,India,Afghanistan,Asylum-seekers,1049
2013,India,Afghanistan,"Refugees (incl. refugee-like situations)",10328
2013,Ireland,Afghanistan,Asylum-seekers,173
2013,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",129
2013,"Iran (Islamic Rep. of)",Afghanistan,Asylum-seekers,37
2013,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",814015
2013,Iraq,Afghanistan,Asylum-seekers,123
2013,Iraq,Afghanistan,"Refugees (incl. refugee-like situations)",5
2013,Iceland,Afghanistan,Asylum-seekers,15
2013,Iceland,Afghanistan,"Refugees (incl. refugee-like situations)",6
2013,Italy,Afghanistan,Asylum-seekers,1024
2013,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",6657
2013,Jordan,Afghanistan,Asylum-seekers,12
2013,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",7
2013,Japan,Afghanistan,Asylum-seekers,2
2013,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",34
2013,Kazakhstan,Afghanistan,Asylum-seekers,32
2013,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",537
2013,Kenya,Afghanistan,"Refugees (incl. refugee-like situations)",5
2013,Kyrgyzstan,Afghanistan,Asylum-seekers,147
2013,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",405
2013,"Rep. of Korea",Afghanistan,Asylum-seekers,18
2013,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",10
2013,Lebanon,Afghanistan,Asylum-seekers,14
2013,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",16
2013,Libya,Afghanistan,Asylum-seekers,1
2013,"Sri Lanka",Afghanistan,Asylum-seekers,23
2013,Lithuania,Afghanistan,Asylum-seekers,24
2013,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",154
2013,Luxembourg,Afghanistan,Asylum-seekers,7
2013,Luxembourg,Afghanistan,"Refugees (incl. refugee-like situations)",27
2013,Latvia,Afghanistan,Asylum-seekers,1
2013,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",28
2013,"China, Macao SAR",Afghanistan,Asylum-seekers,1
2013,Morocco,Afghanistan,"Refugees (incl. refugee-like situations)",1
2013,"Rep. of Moldova",Afghanistan,Asylum-seekers,13
2013,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",10
2013,Mexico,Afghanistan,Asylum-seekers,6
2013,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",2
2013,"The former Yugoslav Republic of Macedonia",Afghanistan,Asylum-seekers,361
2013,"The former Yugoslav Republic of Macedonia",Afghanistan,"Refugees (incl. refugee-like situations)",1
2013,Montenegro,Afghanistan,Asylum-seekers,2
2013,Mongolia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2013,Mozambique,Afghanistan,Asylum-seekers,1
2013,Mozambique,Afghanistan,"Refugees (incl. refugee-like situations)",1
2013,Malaysia,Afghanistan,Asylum-seekers,138
2013,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",187
2013,Nigeria,Afghanistan,"Refugees (incl. refugee-like situations)",5
2013,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",6269
2013,Norway,Afghanistan,Asylum-seekers,659
2013,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",5523
2013,Nepal,Afghanistan,Asylum-seekers,14
2013,Nepal,Afghanistan,"Refugees (incl. refugee-like situations)",2
2013,Nauru,Afghanistan,Asylum-seekers,72
2013,"New Zealand",Afghanistan,Asylum-seekers,2
2013,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",32
2013,Pakistan,Afghanistan,Asylum-seekers,5323
2013,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1615876
2013,Panama,Afghanistan,Asylum-seekers,9
2013,Panama,Afghanistan,"Refugees (incl. refugee-like situations)",1
2013,Philippines,Afghanistan,"Refugees (incl. refugee-like situations)",5
2013,"Papua New Guinea",Afghanistan,Asylum-seekers,51
2013,"Papua New Guinea",Afghanistan,"Refugees (incl. refugee-like situations)",1
2013,Poland,Afghanistan,Asylum-seekers,49
2013,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",88
2013,Portugal,Afghanistan,Asylum-seekers,2
2013,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",9
2013,Romania,Afghanistan,Asylum-seekers,19
2013,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",106
2013,"Russian Federation",Afghanistan,Asylum-seekers,209
2013,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",1117
2013,"Saudi Arabia",Afghanistan,Asylum-seekers,7
2013,"Serbia and Kosovo (S/RES/1244 (1999))",Afghanistan,Asylum-seekers,21
2013,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",225
2013,Slovenia,Afghanistan,Asylum-seekers,3
2013,Slovenia,Afghanistan,"Refugees (incl. refugee-like situations)",22
2013,Sweden,Afghanistan,Asylum-seekers,1698
2013,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",10499
2013,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,158
2013,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",1141
2013,Chad,Afghanistan,"Refugees (incl. refugee-like situations)",1
2013,Thailand,Afghanistan,Asylum-seekers,10
2013,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",8
2013,Tajikistan,Afghanistan,Asylum-seekers,2253
2013,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",2004
2013,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",19
2013,Turkey,Afghanistan,Asylum-seekers,22330
2013,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",3926
2013,Ukraine,Afghanistan,Asylum-seekers,2260
2013,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1494
