date,part,company,country,city,price,date,Price_euro,id
2016-02-26 11:45:28,76454-100,Flipstorm,France,Nanterre,81.18€,2016-02-26 11:45:28,81.18,1160
2016-02-26 13:46:14,21695-267,Thoughtmix,Portugal,Amadora,449.05€,2016-02-26 13:46:14,449.05,1161
2016-02-26 14:08:34,76117-001,Brainsphere,Portugal,Braga,899.33€,2016-02-26 14:08:34,899.33,1162
2016-02-26 14:20:58,10267-2529,Yozio,Greece,Patras,360.11€,2016-02-26 14:20:58,360.11,1163
2016-02-26 14:29:17,16714-295,Thoughtmix,Portugal,Amadora,593.28€,2016-02-26 14:29:17,593.28,1164
2016-02-26 14:34:19,21695-267,Flipstorm,Greece,Athens,563.56€,2016-02-26 14:34:19,563.56,1165
2016-02-26 14:46:24,51138-049,Chatterbridge,Spain,Barcelona,862.06€,2016-02-26 14:46:24,862.06,1166
2016-02-26 14:52:47,76454-100,Ntags,Portugal,Lisbon,157.16€,2016-02-26 14:52:47,157.16,1167
2016-02-26 15:01:46,55566-2100,Twitterbeat,France,Annecy,443.9€,2016-02-26 15:01:46,443.9,1168
2016-02-26 16:36:32,10578-049,Voomm,France,Paris,1129.3€,2016-02-26 16:36:32,1129.3,1169
2016-02-26 16:48:44,36987-1697,Ntags,Portugal,Lisbon,998.14€,2016-02-26 16:48:44,998.14,1170
2016-02-26 17:57:10,0268-1401,Flipstorm,Greece,Athens,1161.31€,2016-02-26 17:57:10,1161.31,1171
2016-02-26 18:13:27,51138-049,Shufflebeat,Portugal,Porto,992.2€,2016-02-26 18:13:27,992.2,1172
2016-02-26 19:52:36,37205-992,Twitterbeat,France,Annecy,721.33€,2016-02-26 19:52:36,721.33,1173
2016-02-26 20:36:06,67544-356,Roodel,Portugal,Aranhas,455.78€,2016-02-26 20:36:06,455.78,1174
2016-02-26 21:25:56,10237-832,Flipstorm,France,Nanterre,317.01€,2016-02-26 21:25:56,317.01,1175
2016-02-26 22:33:52,98132-889,Chatterbridge,Spain,Barcelona,226.89€,2016-02-26 22:33:52,226.89,1176
2016-02-26 23:15:45,51523-002,Chatterbridge,Spain,Barcelona,1071.93€,2016-02-26 23:15:45,1071.93,1177
2016-02-27 00:54:53,68752-024,Chatterbridge,Spain,Barcelona,879.7€,2016-02-27 00:54:53,879.7,1178
2016-02-27 04:26:32,61398-0828,Twitterbeat,France,Annecy,383.28€,2016-02-27 04:26:32,383.28,1179
2016-02-27 05:05:24,16590-177,Chatterbridge,Spain,Barcelona,809.54€,2016-02-27 05:05:24,809.54,1180
2016-02-27 05:07:12,0268-1604,Chatterbridge,Spain,Barcelona,132.93€,2016-02-27 05:07:12,132.93,1181
2016-02-27 05:14:22,55856-0003,Twitterbeat,France,Annecy,511.3€,2016-02-27 05:14:22,511.3,1182
2016-02-27 05:38:55,0268-6107,Thoughtmix,Portugal,Amadora,495.89€,2016-02-27 05:38:55,495.89,1183
2016-02-27 07:05:38,16714-295,Thoughtmix,Portugal,Amadora,524.72€,2016-02-27 07:05:38,524.72,1184
2016-02-27 07:19:45,49349-106,Thoughtmix,Portugal,Amadora,1477.4€,2016-02-27 07:19:45,1477.4,1185
2016-02-27 07:47:21,49999-737,Shufflebeat,Portugal,Porto,962.49€,2016-02-27 07:47:21,962.49,1186
2016-02-27 09:08:28,49738-105,Flipstorm,Greece,Athens,609.92€,2016-02-27 09:08:28,609.92,1187
2016-02-27 13:51:46,49738-105,Voomm,France,Paris,405.93€,2016-02-27 13:51:46,405.93,1188
2016-02-27 15:41:15,52343-025,Flipstorm,France,Nanterre,876.1€,2016-02-27 15:41:15,876.1,1189
2016-02-27 17:21:41,55856-0003,Eimbee,France,Amiens,102.93€,2016-02-27 17:21:41,102.93,1190
2016-02-27 18:55:43,0699-7041,Flipstorm,Greece,Athens,1058.64€,2016-02-27 18:55:43,1058.64,1191
2016-02-27 20:18:07,49349-842,Voomm,France,Paris,429.69€,2016-02-27 20:18:07,429.69,1192
2016-02-28 00:18:38,13537-468,Flipstorm,Greece,Athens,686.35€,2016-02-28 00:18:38,686.35,1193
2016-02-28 01:11:23,59779-028,Teklist,Netherlands,Arnhem,885.84€,2016-02-28 01:11:23,885.84,1194
2016-02-28 01:44:06,52959-433,Flipstorm,Greece,Athens,330.59€,2016-02-28 01:44:06,330.59,1195
2016-02-28 02:15:30,41163-428,Ntags,Portugal,Lisbon,114.39€,2016-02-28 02:15:30,114.39,1196
2016-02-28 03:56:59,52959-433,Flipstorm,Greece,Athens,328.56€,2016-02-28 03:56:59,328.56,1197
2016-02-28 04:46:56,49738-105,Voomm,France,Paris,482.75€,2016-02-28 04:46:56,482.75,1198
2016-02-28 05:10:14,65044-3014,Buzzbean,Germany,Düsseldorf,759.5€,2016-02-28 05:10:14,759.5,1199
2016-02-28 07:44:58,55289-164,Twitterbeat,France,Annecy,196.44€,2016-02-28 07:44:58,196.44,1200
2016-02-28 12:37:19,98132-889,Flipstorm,Greece,Athens,280.12€,2016-02-28 12:37:19,280.12,1201
2016-02-28 12:45:50,24286-1562,Brainsphere,Portugal,Braga,318.08€,2016-02-28 12:45:50,318.08,1202
2016-02-28 13:38:56,36987-1697,Flipstorm,Greece,Athens,955.29€,2016-02-28 13:38:56,955.29,1203
2016-02-28 13:44:49,41167-0843,Flipstorm,Greece,Athens,593.94€,2016-02-28 13:44:49,593.94,1204
2016-02-28 13:55:55,24385-268,Ntags,Portugal,Lisbon,247.87€,2016-02-28 13:55:55,247.87,1205
2016-02-28 18:18:43,44946-1046,Chatterbridge,Spain,Barcelona,402.31€,2016-02-28 18:18:43,402.31,1206
2016-02-28 18:22:06,55856-0003,Eimbee,France,Amiens,980.32€,2016-02-28 18:22:06,980.32,1207
2016-02-28 18:30:20,16729-167,Buzzbean,Germany,Düsseldorf,537.69€,2016-02-28 18:30:20,537.69,1208
2016-02-28 19:45:38,21695-931,Voomm,France,Paris,678.06€,2016-02-28 19:45:38,678.06,1209
2016-02-28 20:41:18,24286-1562,Buzzbean,Germany,Düsseldorf,337.63€,2016-02-28 20:41:18,337.63,1210
2016-02-28 21:30:19,58118-5060,Thoughtmix,Portugal,Amadora,325.39€,2016-02-28 21:30:19,325.39,1211
2016-02-28 21:53:56,0603-6134,Eimbee,France,Amiens,815.03€,2016-02-28 21:53:56,815.03,1212
2016-02-28 22:10:52,55700-014,Twitterbeat,France,Annecy,636.88€,2016-02-28 22:10:52,636.88,1213
2016-02-29 00:24:33,37205-992,Twitterbeat,France,Annecy,708.66€,2016-02-29 00:24:33,708.66,1214
2016-02-29 01:32:14,49520-501,Buzzbean,Germany,Düsseldorf,778.28€,2016-02-29 01:32:14,778.28,1215
2016-02-29 01:33:59,54473-578,Brainsphere,Portugal,Braga,193.34€,2016-02-29 01:33:59,193.34,1216
2016-02-29 05:10:48,51138-049,Flipstorm,Greece,Athens,682.45€,2016-02-29 05:10:48,682.45,1217
2016-02-29 05:53:36,17156-617,Voomm,France,Paris,848.69€,2016-02-29 05:53:36,848.69,1218
2016-02-29 07:15:48,49999-737,Ntags,Portugal,Lisbon,924.83€,2016-02-29 07:15:48,924.83,1219
2016-02-29 07:25:15,43419-018,Thoughtmix,Portugal,Amadora,296.89€,2016-02-29 07:25:15,296.89,1220
2016-02-29 09:21:55,68084-595,Ntags,Portugal,Lisbon,209.07€,2016-02-29 09:21:55,209.07,1221
2016-02-29 11:55:48,50563-113,Realpoint,Portugal,Lisbon,991.35€,2016-02-29 11:55:48,991.35,1222
2016-02-29 12:46:05,54123-957,Chatterbridge,Spain,Barcelona,71.21€,2016-02-29 12:46:05,71.21,1223
2016-02-29 12:56:27,98132-889,Ntags,Portugal,Lisbon,249.54€,2016-02-29 12:56:27,249.54,1224
2016-02-29 14:07:18,68462-565,Twitterbeat,France,Annecy,589.43€,2016-02-29 14:07:18,589.43,1225
2016-02-29 14:15:38,65044-3014,Thoughtmix,Portugal,Amadora,694.9€,2016-02-29 14:15:38,694.9,1226
2016-02-29 14:54:40,59779-028,Flipstorm,Greece,Athens,908.94€,2016-02-29 14:54:40,908.94,1227
2016-02-29 16:37:59,58596-001,Flipstorm,Greece,Athens,479.54€,2016-02-29 16:37:59,479.54,1228
2016-02-29 21:00:14,36987-1697,Flipstorm,France,Nanterre,1188.63€,2016-02-29 21:00:14,1188.63,1229
2016-02-29 21:24:09,0603-6134,Flipstorm,Greece,Athens,792.93€,2016-02-29 21:24:09,792.93,1230
2016-02-29 21:38:31,21695-931,Voomm,France,Paris,491.92€,2016-02-29 21:38:31,491.92,1231
2016-02-29 21:43:35,52343-025,Yozio,Greece,Patras,876.93€,2016-02-29 21:43:35,876.93,1232
2016-02-29 22:37:48,49035-530,Flipstorm,Greece,Athens,1150.6€,2016-02-29 22:37:48,1150.6,1233
2016-02-29 23:17:08,60505-2867,Yozio,Greece,Patras,213.71€,2016-02-29 23:17:08,213.71,1234
2016-03-01 00:09:21,0228-2167,Chatterbridge,Spain,Barcelona,1091.24€,2016-03-01 00:09:21,1091.24,1235
2016-03-01 00:41:02,37205-992,Flipstorm,France,Nanterre,610.48€,2016-03-01 00:41:02,610.48,1236
2016-03-01 00:43:37,13537-259,Flipstorm,Greece,Athens,630.1€,2016-03-01 00:43:37,630.1,1237
2016-03-01 01:56:28,49035-530,Flipstorm,Greece,Athens,811.68€,2016-03-01 01:56:28,811.68,1238
2016-03-01 04:51:13,37205-951,Flipstorm,Greece,Athens,199.62€,2016-03-01 04:51:13,199.62,1239
2016-03-01 06:21:50,51346-126,Chatterbridge,Spain,Barcelona,96.42€,2016-03-01 06:21:50,96.42,1240
2016-03-01 06:31:16,58668-4281,Chatterbridge,Spain,Barcelona,906.59€,2016-03-01 06:31:16,906.59,1241
2016-03-01 07:30:00,52343-025,Yozio,Greece,Patras,1004.92€,2016-03-01 07:30:00,1004.92,1242
2016-03-01 08:12:14,61398-0828,Voomm,France,Paris,311.05€,2016-03-01 08:12:14,311.05,1243
2016-03-01 08:21:16,0268-1604,Flipstorm,Greece,Athens,121.69€,2016-03-01 08:21:16,121.69,1244
2016-03-01 12:48:14,60505-2867,Flipstorm,France,Nanterre,249.69€,2016-03-01 12:48:14,249.69,1245
2016-03-01 13:02:00,49967-724,Thoughtmix,Portugal,Amadora,425.73€,2016-03-01 13:02:00,425.73,1246
2016-03-01 15:41:45,55856-0003,Rhycero,France,Arcueil,523.08€,2016-03-01 15:41:45,523.08,1247
2016-03-01 16:12:48,59779-601,Eimbee,France,Amiens,143.96€,2016-03-01 16:12:48,143.96,1248
2016-03-01 18:54:57,36800-952,Brainsphere,Portugal,Braga,235.6€,2016-03-01 18:54:57,235.6,1249
2016-03-01 19:38:57,51079-947,Buzzbean,Germany,Düsseldorf,689.53€,2016-03-01 19:38:57,689.53,1250
2016-03-01 20:00:21,36800-952,Shufflebeat,Portugal,Porto,266.43€,2016-03-01 20:00:21,266.43,1251
2016-03-01 21:25:50,24385-268,Flipstorm,Greece,Athens,73.83€,2016-03-01 21:25:50,73.83,1252
2016-03-01 21:29:39,54868-0823,Yozio,Greece,Patras,173.22€,2016-03-01 21:29:39,173.22,1253
2016-03-01 22:39:48,0185-0373,Ntags,Portugal,Lisbon,960.89€,2016-03-01 22:39:48,960.89,1254
2016-03-02 00:52:57,55154-5057,Twitterbeat,France,Annecy,583.34€,2016-03-02 00:52:57,583.34,1255
2016-03-02 04:30:34,49967-724,Twitterbeat,France,Annecy,599.09€,2016-03-02 04:30:34,599.09,1256
2016-03-02 04:41:29,67046-030,Roodel,Portugal,Aranhas,152.9€,2016-03-02 04:41:29,152.9,1257
2016-03-02 06:09:53,24385-268,Brainsphere,Portugal,Braga,150.23€,2016-03-02 06:09:53,150.23,1258
2016-03-02 06:38:22,51346-126,Voomm,France,Paris,154.39€,2016-03-02 06:38:22,154.39,1259
2016-03-02 07:15:54,24286-1562,Yozio,Greece,Patras,387.89€,2016-03-02 07:15:54,387.89,1260
2016-03-02 10:41:22,62756-707,Chatterbridge,Spain,Barcelona,249.75€,2016-03-02 10:41:22,249.75,1261
2016-03-02 11:45:40,49999-737,Flipstorm,France,Nanterre,902.52€,2016-03-02 11:45:40,902.52,1262
2016-03-02 14:38:58,0699-7041,Brainsphere,Portugal,Braga,611.45€,2016-03-02 14:38:58,611.45,1263
2016-03-02 16:34:26,41163-428,Shufflebeat,Portugal,Porto,105.67€,2016-03-02 16:34:26,105.67,1264
2016-03-02 16:56:38,49349-842,Brainsphere,Portugal,Braga,436.71€,2016-03-02 16:56:38,436.71,1265
2016-03-02 17:03:35,16729-167,Twitterbeat,France,Annecy,523.51€,2016-03-02 17:03:35,523.51,1266
2016-03-02 18:27:40,51346-145,Twitterbeat,France,Annecy,961.47€,2016-03-02 18:27:40,961.47,1267
2016-03-02 18:35:03,59779-601,Flipstorm,Greece,Athens,290.01€,2016-03-02 18:35:03,290.01,1268
2016-03-02 20:56:18,48951-4042,Shufflebeat,Portugal,Porto,145.11€,2016-03-02 20:56:18,145.11,1269
2016-03-02 20:59:02,63629-2733,Thoughtmix,Portugal,Amadora,158.43€,2016-03-02 20:59:02,158.43,1270
2016-03-02 21:06:02,24385-268,Twitterbeat,France,Annecy,173.48€,2016-03-02 21:06:02,173.48,1271
2016-03-02 21:18:42,76314-002,Brainsphere,Portugal,Braga,476.92€,2016-03-02 21:18:42,476.92,1272
2016-03-02 21:33:13,44946-1046,Twitterbeat,France,Annecy,400.61€,2016-03-02 21:33:13,400.61,1273
2016-03-03 00:35:00,0699-7041,Flipstorm,Greece,Athens,906.59€,2016-03-03 00:35:00,906.59,1274
2016-03-03 01:55:33,51346-126,Twitterbeat,France,Annecy,124.38€,2016-03-03 01:55:33,124.38,1275
2016-03-03 04:04:29,10237-832,Twitterbeat,France,Annecy,629.61€,2016-03-03 04:04:29,629.61,1276
2016-03-03 05:05:42,0185-0373,Thoughtmix,Portugal,Amadora,992.95€,2016-03-03 05:05:42,992.95,1277
2016-03-03 05:48:51,62742-4030,Voomm,France,Paris,521.32€,2016-03-03 05:48:51,521.32,1278
2016-03-03 07:01:19,49967-724,Buzzbean,Germany,Düsseldorf,475.84€,2016-03-03 07:01:19,475.84,1279
2016-03-03 08:24:47,52343-025,Twitterbeat,France,Annecy,973.67€,2016-03-03 08:24:47,973.67,1280
2016-03-03 10:23:17,21695-267,Chatterbridge,Spain,Barcelona,419.83€,2016-03-03 10:23:17,419.83,1281
2016-03-03 10:36:21,65044-3014,Flipstorm,Greece,Athens,1032.24€,2016-03-03 10:36:21,1032.24,1282
2016-03-03 10:39:38,35356-325,Thoughtmix,Portugal,Amadora,388.68€,2016-03-03 10:39:38,388.68,1283
2016-03-03 12:15:07,70253-307,Yozio,Greece,Patras,936.39€,2016-03-03 12:15:07,936.39,1284
2016-03-03 15:34:53,54868-0823,Voomm,France,Paris,183.62€,2016-03-03 15:34:53,183.62,1285
2016-03-03 17:46:18,10237-832,Shufflebeat,Portugal,Porto,456.14€,2016-03-03 17:46:18,456.14,1286
2016-03-03 17:54:01,60505-2867,Twitterbeat,France,Annecy,243.87€,2016-03-03 17:54:01,243.87,1287
2016-03-03 20:56:08,24385-268,Brainsphere,Portugal,Braga,277.52€,2016-03-03 20:56:08,277.52,1288
2016-03-03 21:09:08,37205-992,Flipstorm,Greece,Athens,410.39€,2016-03-03 21:09:08,410.39,1289
2016-03-04 01:24:50,48951-4042,Flipstorm,Greece,Athens,89.1€,2016-03-04 01:24:50,89.1,1290
2016-03-04 01:47:36,16714-295,Roodel,Portugal,Aranhas,393.06€,2016-03-04 01:47:36,393.06,1291
2016-03-04 02:33:39,76335-006,Flipstorm,Greece,Athens,376.17€,2016-03-04 02:33:39,376.17,1292
2016-03-04 05:52:56,51138-049,Yozio,Greece,Patras,907.27€,2016-03-04 05:52:56,907.27,1293
2016-03-04 06:31:14,0185-0373,Brainsphere,Portugal,Braga,991.63€,2016-03-04 06:31:14,991.63,1294
2016-03-04 10:09:21,0268-1604,Flipstorm,Greece,Athens,136.96€,2016-03-04 10:09:21,136.96,1295
2016-03-04 10:33:47,17156-617,Brainsphere,Portugal,Braga,874.7€,2016-03-04 10:33:47,874.7,1296
2016-03-04 10:35:28,54868-6311,Flipstorm,Greece,Athens,553.02€,2016-03-04 10:35:28,553.02,1297
2016-03-04 10:56:35,21695-931,Brainsphere,Portugal,Braga,364.99€,2016-03-04 10:56:35,364.99,1298
2016-03-04 13:04:18,42254-213,Roodel,Portugal,Aranhas,243.99€,2016-03-04 13:04:18,243.99,1299
2016-03-04 15:38:05,0228-2167,Yozio,Greece,Patras,1599.11€,2016-03-04 15:38:05,1599.11,1300
2016-03-04 16:20:35,52343-025,Shufflebeat,Portugal,Porto,882.97€,2016-03-04 16:20:35,882.97,1301
2016-03-04 18:27:16,41167-0843,Flipstorm,France,Nanterre,672.03€,2016-03-04 18:27:16,672.03,1302
2016-03-04 19:40:31,54973-9150,Buzzbean,Germany,Düsseldorf,899.36€,2016-03-04 19:40:31,899.36,1303
2016-03-04 19:47:00,16590-177,Flipstorm,France,Nanterre,836.07€,2016-03-04 19:47:00,836.07,1304
2016-03-04 23:31:48,68462-565,Ntags,Portugal,Lisbon,1152.82€,2016-03-04 23:31:48,1152.82,1305
2016-03-05 03:17:23,59779-028,Thoughtmix,Portugal,Amadora,1155.87€,2016-03-05 03:17:23,1155.87,1306
2016-03-05 04:12:52,62011-0219,Brainsphere,Portugal,Braga,882.84€,2016-03-05 04:12:52,882.84,1307
2016-03-05 04:24:25,65044-3014,Gabcube,Spain,Almada,763.53€,2016-03-05 04:24:25,763.53,1308
2016-03-05 05:37:19,76314-002,Thoughtmix,Portugal,Amadora,482.97€,2016-03-05 05:37:19,482.97,1309
2016-03-05 06:29:54,37205-992,Chatterbridge,Spain,Barcelona,359.44€,2016-03-05 06:29:54,359.44,1310
2016-03-05 06:48:32,37205-992,Buzzbean,Germany,Düsseldorf,595.72€,2016-03-05 06:48:32,595.72,1311
2016-03-05 07:17:38,37205-992,Teklist,Netherlands,Arnhem,145.81€,2016-03-05 07:17:38,145.81,1312
2016-03-05 07:29:57,0699-7041,Buzzbean,Germany,Düsseldorf,751.23€,2016-03-05 07:29:57,751.23,1313
2016-03-05 08:22:30,55700-014,Eimbee,France,Amiens,701.83€,2016-03-05 08:22:30,701.83,1314
2016-03-05 11:07:40,62011-0219,Brainsphere,Portugal,Braga,730.91€,2016-03-05 11:07:40,730.91,1315
2016-03-05 13:19:23,49288-0655,Flipstorm,Greece,Athens,289.84€,2016-03-05 13:19:23,289.84,1316
2016-03-05 17:53:49,0185-0373,Buzzbean,Germany,Düsseldorf,976.19€,2016-03-05 17:53:49,976.19,1317
2016-03-05 19:17:12,49349-820,Voomm,France,Paris,479.73€,2016-03-05 19:17:12,479.73,1318
2016-03-05 20:12:36,0228-2167,Thoughtmix,Portugal,Amadora,778.86€,2016-03-05 20:12:36,778.86,1319
2016-03-05 23:35:45,68233-011,Brainsphere,Portugal,Braga,507.86€,2016-03-05 23:35:45,507.86,1320
2016-03-06 01:15:52,52343-025,Brainsphere,Portugal,Braga,1067.13€,2016-03-06 01:15:52,1067.13,1321
2016-03-06 01:45:11,52343-025,Shufflebeat,Portugal,Porto,772.21€,2016-03-06 01:45:11,772.21,1322
2016-03-06 02:01:43,61398-0828,Twitterbeat,France,Annecy,552.03€,2016-03-06 02:01:43,552.03,1323
2016-03-06 03:18:00,13537-468,Brainsphere,Portugal,Braga,689.26€,2016-03-06 03:18:00,689.26,1324
2016-03-06 03:39:02,68462-565,Flipstorm,Greece,Athens,1012.28€,2016-03-06 03:39:02,1012.28,1325
2016-03-06 04:16:33,68180-121,Flipstorm,France,Nanterre,1013.31€,2016-03-06 04:16:33,1013.31,1326
2016-03-06 04:55:39,0268-1604,Yozio,Greece,Patras,125.46€,2016-03-06 04:55:39,125.46,1327
2016-03-06 05:01:03,24385-268,Chatterbridge,Spain,Barcelona,239.22€,2016-03-06 05:01:03,239.22,1328
2016-03-06 09:11:11,49349-106,Chatterbridge,Spain,Barcelona,581.38€,2016-03-06 09:11:11,581.38,1329
2016-03-06 14:37:20,51138-049,Ntags,Portugal,Lisbon,1629.78€,2016-03-06 14:37:20,1629.78,1330
2016-03-06 15:16:48,48951-4042,Chatterbridge,Spain,Barcelona,277.48€,2016-03-06 15:16:48,277.48,1331
2016-03-06 15:30:09,17156-617,Yozio,Greece,Patras,503.98€,2016-03-06 15:30:09,503.98,1332
2016-03-06 16:27:10,10578-049,Chatterbridge,Spain,Barcelona,951.54€,2016-03-06 16:27:10,951.54,1333
2016-03-06 17:00:17,49349-106,Flipstorm,France,Nanterre,691.5€,2016-03-06 17:00:17,691.5,1334
2016-03-06 17:07:05,62670-4404,Flipstorm,Greece,Athens,296.39€,2016-03-06 17:07:05,296.39,1335
2016-03-06 20:17:46,0603-6134,Brainsphere,Portugal,Braga,824.82€,2016-03-06 20:17:46,824.82,1336
2016-03-06 20:42:01,68084-172,Roodel,Portugal,Aranhas,409.72€,2016-03-06 20:42:01,409.72,1337
2016-03-06 21:38:25,68462-565,Shufflebeat,Portugal,Porto,971.68€,2016-03-06 21:38:25,971.68,1338
2016-03-07 00:21:06,76335-006,Avaveo,France,Nice,383.81€,2016-03-07 00:21:06,383.81,1339
2016-03-07 00:39:22,51060-032,Flipstorm,Greece,Athens,989.4€,2016-03-07 00:39:22,989.4,1340
2016-03-07 03:48:15,68752-024,Buzzbean,Germany,Düsseldorf,691.71€,2016-03-07 03:48:15,691.71,1341
2016-03-07 04:38:16,21695-267,Yozio,Greece,Patras,381.52€,2016-03-07 04:38:16,381.52,1342
2016-03-07 05:56:16,0268-1604,Buzzbean,Germany,Düsseldorf,131.99€,2016-03-07 05:56:16,131.99,1343
2016-03-07 06:20:57,50563-113,Flipstorm,Greece,Athens,683.3€,2016-03-07 06:20:57,683.3,1344
2016-03-07 06:52:12,58668-4281,Thoughtmix,Portugal,Amadora,941.77€,2016-03-07 06:52:12,941.77,1345
2016-03-07 07:22:12,58668-4281,Buzzbean,Germany,Düsseldorf,1000.88€,2016-03-07 07:22:12,1000.88,1346
2016-03-07 07:53:08,52380-1102,Ntags,Portugal,Lisbon,480.29€,2016-03-07 07:53:08,480.29,1347
2016-03-07 08:18:45,37205-951,Buzzbean,Germany,Düsseldorf,259.24€,2016-03-07 08:18:45,259.24,1348
2016-03-07 08:18:46,49348-574,Flipstorm,Greece,Athens,320.3€,2016-03-07 08:18:46,320.3,1349
2016-03-07 10:00:31,49349-842,Buzzbean,Germany,Düsseldorf,337.19€,2016-03-07 10:00:31,337.19,1350
2016-03-07 10:30:37,0603-6134,Thoughtmix,Portugal,Amadora,835.95€,2016-03-07 10:30:37,835.95,1351
2016-03-07 11:02:54,54092-515,Flipstorm,Greece,Athens,779.09€,2016-03-07 11:02:54,779.09,1352
2016-03-07 11:23:44,37205-951,Flipstorm,France,Nanterre,226.88€,2016-03-07 11:23:44,226.88,1353
2016-03-07 11:54:25,52380-1102,Voomm,France,Paris,697.79€,2016-03-07 11:54:25,697.79,1354
2016-03-07 12:19:20,68084-172,Thoughtmix,Portugal,Amadora,601.98€,2016-03-07 12:19:20,601.98,1355
2016-03-07 17:00:50,52959-433,Twitterbeat,France,Annecy,333.29€,2016-03-07 17:00:50,333.29,1356
2016-03-07 18:17:10,55289-164,Yozio,Greece,Patras,465.51€,2016-03-07 18:17:10,465.51,1357
2016-03-07 18:35:10,68462-565,Teklist,Netherlands,Arnhem,934.96€,2016-03-07 18:35:10,934.96,1358
2016-03-07 19:18:03,41167-0843,Flipstorm,France,Nanterre,399.18€,2016-03-07 19:18:03,399.18,1359
2016-03-07 21:37:19,41163-428,Shufflebeat,Portugal,Porto,138.41€,2016-03-07 21:37:19,138.41,1360
2016-03-07 22:07:04,0268-1604,Voomm,France,Paris,132.1€,2016-03-07 22:07:04,132.1,1361
2016-03-08 01:20:47,37205-951,Gabcube,Spain,Almada,268.39€,2016-03-08 01:20:47,268.39,1362
2016-03-08 02:36:48,51346-145,Chatterbridge,Spain,Barcelona,923.8€,2016-03-08 02:36:48,923.8,1363
2016-03-08 03:31:22,0603-6134,Flipstorm,Greece,Athens,789.75€,2016-03-08 03:31:22,789.75,1364
2016-03-08 03:39:09,68752-024,Teklist,Netherlands,Arnhem,786.96€,2016-03-08 03:39:09,786.96,1365
2016-03-08 04:52:19,54868-5165,Flipstorm,Greece,Athens,970.59€,2016-03-08 04:52:19,970.59,1366
2016-03-08 06:30:46,21695-931,Thoughtmix,Portugal,Amadora,888.66€,2016-03-08 06:30:46,888.66,1367
2016-03-08 07:20:34,51346-126,Twitterbeat,France,Annecy,99.17€,2016-03-08 07:20:34,99.17,1368
2016-03-08 07:28:49,37205-951,Yozio,Greece,Patras,234.13€,2016-03-08 07:28:49,234.13,1369
2016-03-08 09:53:32,49520-501,Ntags,Portugal,Lisbon,1047.5€,2016-03-08 09:53:32,1047.5,1370
2016-03-08 11:03:37,0268-1604,Flipstorm,Greece,Athens,112.31€,2016-03-08 11:03:37,112.31,1371
2016-03-08 12:11:15,0268-6107,Flipstorm,Greece,Athens,508.25€,2016-03-08 12:11:15,508.25,1372
2016-03-08 12:32:20,68752-024,Avaveo,France,Nice,878.69€,2016-03-08 12:32:20,878.69,1373
2016-03-08 14:12:33,62742-4030,Buzzbean,Germany,Düsseldorf,570.73€,2016-03-08 14:12:33,570.73,1374
2016-03-08 15:13:42,52125-136,Shufflebeat,Portugal,Porto,724.19€,2016-03-08 15:13:42,724.19,1375
2016-03-08 15:49:07,58118-5060,Shufflebeat,Portugal,Porto,357.6€,2016-03-08 15:49:07,357.6,1376
2016-03-08 16:38:43,58118-5060,Flipstorm,Greece,Athens,175.41€,2016-03-08 16:38:43,175.41,1377
2016-03-08 18:40:29,10578-049,Shufflebeat,Portugal,Porto,763.65€,2016-03-08 18:40:29,763.65,1378
2016-03-08 20:15:49,49288-0655,Yozio,Greece,Patras,239.71€,2016-03-08 20:15:49,239.71,1379
2016-03-08 21:34:55,59779-601,Flipstorm,Greece,Athens,170.47€,2016-03-08 21:34:55,170.47,1380
2016-03-08 22:05:31,51060-032,Thoughtmix,Portugal,Amadora,985.74€,2016-03-08 22:05:31,985.74,1381
2016-03-08 22:24:17,76454-100,Thoughtmix,Portugal,Amadora,151.28€,2016-03-08 22:24:17,151.28,1382
2016-03-08 22:31:06,49967-724,Ntags,Portugal,Lisbon,575.34€,2016-03-08 22:31:06,575.34,1383
2016-03-08 23:30:48,98132-889,Flipstorm,Greece,Athens,135.05€,2016-03-08 23:30:48,135.05,1384
2016-03-08 23:48:18,67046-030,Chatterbridge,Spain,Barcelona,139.78€,2016-03-08 23:48:18,139.78,1385
2016-03-09 00:08:47,51346-126,Flipstorm,Greece,Athens,143.99€,2016-03-09 00:08:47,143.99,1386
2016-03-09 02:18:19,49349-820,Flipstorm,Greece,Athens,811.85€,2016-03-09 02:18:19,811.85,1387
2016-03-09 02:41:31,52959-433,Twitterbeat,France,Annecy,334.32€,2016-03-09 02:41:31,334.32,1388
2016-03-09 04:40:46,76454-100,Twitterbeat,France,Annecy,90.18€,2016-03-09 04:40:46,90.18,1389
2016-03-09 05:10:42,43419-018,Ntags,Portugal,Lisbon,335.14€,2016-03-09 05:10:42,335.14,1390
2016-03-09 08:30:15,61398-0828,Shufflebeat,Portugal,Porto,177.5€,2016-03-09 08:30:15,177.5,1391
2016-03-09 10:53:14,67046-030,Ntags,Portugal,Lisbon,159.58€,2016-03-09 10:53:14,159.58,1392
2016-03-09 13:34:00,68084-172,Thoughtmix,Portugal,Amadora,782.36€,2016-03-09 13:34:00,782.36,1393
2016-03-09 16:37:23,10578-049,Flipstorm,France,Nanterre,1078.33€,2016-03-09 16:37:23,1078.33,1394
2016-03-09 16:59:02,63629-2733,Twitterbeat,France,Annecy,288.83€,2016-03-09 16:59:02,288.83,1395
